Date/Time,CORE_BOTTOM:Zone Mean Air Temperature [C](Hourly),TOPFLOOR_PLENUM:Zone Mean Air Temperature [C](Hourly),MIDFLOOR_PLENUM:Zone Mean Air Temperature [C](Hourly),FIRSTFLOOR_PLENUM:Zone Mean Air Temperature [C](Hourly),CORE_MID:Zone Mean Air Temperature [C](Hourly),CORE_TOP:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_4:Zone Mean Air Temperature [C](Hourly),PERIMETER_BOT_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_BOT_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_BOT_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_BOT_ZN_4:Zone Mean Air Temperature [C](Hourly),PERIMETER_MID_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_MID_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_MID_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_MID_ZN_4:Zone Mean Air Temperature [C](Hourly) 
 07/27  14:00:00,23.99896083646272,25.944600149466277,24.775695462965964,24.714310441196269,23.998978673408126,23.99899112988315,23.998769160467103,23.998657740162274,23.998811382247607,23.998503549848985,23.99874475720157,23.99863958688393,23.99745979722941,23.998437788058437,23.998762441928429,23.998650696862648,23.99880413776618,23.998483718190415 
 07/27  15:00:00,23.99886279812405,25.924213319992189,24.803810199682613,24.740346430846594,23.99889424105995,23.998919648168707,23.99885103393742,23.998774775465173,23.99891758072348,23.998710140278939,23.99882323695037,23.998751531550569,23.99823154962323,23.998668923278907,23.998835989528325,23.998760613417958,23.998910760617748,23.9986902202888 
 07/27  16:00:00,23.99908349130522,25.815310861698938,24.82645312352257,24.75073199197523,23.999109203606208,23.999132500749874,23.999144433465458,23.999066468263587,23.999208971679694,23.999101817383886,23.999110829499885,23.999037919895224,23.99874344601252,23.99908262560954,23.999152627009889,23.999077354792797,23.99922793545109,23.999120774024314 
 07/27  17:00:00,23.999517295602137,25.763468483934898,24.899429716203615,24.753997688843055,23.99957063703613,23.99953108446734,23.999426799546155,23.99337101274547,23.999459169624786,23.99941783874349,23.99945837100399,23.82980211902171,23.996686580638376,23.988308795751487,23.99949537596502,23.925564880635485,23.99953490278858,23.999500232053085 
 07/27  18:00:00,23.747189167557818,25.518693175439794,24.849671542667119,24.77095892208753,23.8425435977604,23.983597560123905,23.999840990302525,23.58717200315122,23.990472329733469,23.62889870575092,23.99603073975853,23.241595475149116,23.97363564830524,23.430071824626788,23.999836597395686,23.412746876346696,23.98496364230813,23.597716689330185 
 07/27  19:00:00,23.32389285026205,25.068316327760607,24.706498293723933,24.54290395173978,23.724474489294996,23.86090106099699,23.999682816516925,23.14866350569828,23.74562127266669,23.12234280262067,23.803969704246439,22.79265336185499,23.555067672971405,22.901003636627864,23.999625209029789,23.001291739638494,23.742346472250053,23.119765429050024 
 07/27  20:00:00,23.09153377649069,24.58658653972336,24.560059301719187,24.31461956020558,23.606689745004159,23.6805618918102,23.829289951527714,22.733805971996199,23.356157115173926,22.666404914330565,23.444618770803705,22.381105106970226,23.147875754596784,22.443968911514245,23.900415121358095,22.63377724730601,23.402672952992988,22.71140810450273 
 07/27  21:00:00,22.841640028451708,24.1067636162258,24.403082153183278,24.111391679871486,23.51230789241383,23.512993838294098,23.529213137946333,22.38123240233637,23.007323144388257,22.295338393988517,23.14884026660654,22.056115805940224,22.821565161667104,22.097425189654943,23.671441219838813,22.33893939685345,23.114163797452208,22.39658518203258 
 07/27  22:00:00,24.30789354431656,24.161889824303338,24.794226885356566,24.56052476769016,24.887863550577835,24.850293440771958,24.58612655257666,24.172248412212857,24.457890747169665,24.144272781433164,24.11806502504408,23.70621282193058,24.058166633620404,23.742490897132833,24.68029298475124,24.18616857544143,24.539256939558518,24.229358471363267 
 07/27  23:00:00,25.051210864347444,24.264035028843155,24.974181939872059,24.76769578860506,25.584619891184965,25.48116445076954,24.850696519310835,24.6951773420877,24.855181341727474,24.69480991971312,24.441905735835634,24.282225512175175,24.47357278119867,24.31684558919578,24.976942680614408,24.777946731705769,24.976510017191527,24.81732113411147 
 07/27  24:00:00,25.06176074510322,24.29662107336596,24.993533150198539,24.789470585419854,25.616936311601337,25.499857338143824,24.759633291942394,24.64677863291481,24.778196249596534,24.652286420834597,24.36241437151158,24.254856530511029,24.40350546330321,24.287316342488606,24.901770065855126,24.759027307011484,24.918657535778757,24.79575089612927 
